name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;
4pak;"4 PAK All Action (Aus)";1995;"HES";YES;-;NO;-;-;
94swc;"94 Super World Cup Soccer (Kor)";1994;"Daou Infosys";YES;-;NO;-;-;
aceoface;"Ace of Aces (Euro)";1991;"Sega";YES;-;NO;-;-;
actionfg1;"Action Fighter (Euro, Jpn, v1)";1986;"Sega";NO;actionfg;YES;actionfg;-;
actionfg;"Action Fighter (Euro, USA, Bra, v2)";1986;"Sega";YES;-;NO;-;-;
herolanc;"Advanced Dungeons and Dragons - Heroes of the Lance (Euro, Bra)";1991;"U.S. Gold";YES;-;NO;-;-;
aerialas;"Aerial Assault (Euro, Bra)";1990;"Sega";YES;-;NO;-;-;
aerialasu;"Aerial Assault (USA)";1990;"Sega";NO;aerialas;YES;aerialas;-;
aburner;"After Burner (World)";1987;"Sega";YES;-;NO;-;-;
agidooly;"Agigongnyong Dooly (Kor)";1991;"Daou Infosys";NO;dinodool;YES;dinodool;-;
airresc;"Air Rescue (Euro, Bra, Kor)";1992;"Sega";YES;-;NO;-;-;
aleste;"Aleste (Jpn)";1988;"Sega";NO;pstrike;YES;pstrike;-;
alesteiigg2sms;"Aleste II GG (SMS Conversion)";1993;"Sega";YES;-;NO;-;-;
alexhitw;"Alex Kidd - High-Tech World (Euro, USA)";1989;"Sega";YES;-;NO;-;-;
alexlost;"Alex Kidd - The Lost Stars (World)";1988;"Sega";YES;-;NO;-;-;
alexbmx;"Alex Kidd BMX Trial (Jpn)";1987;"Sega";YES;-;NO;-;-;
alexkiddb;"Alex Kidd in Miracle World (Bra, v1, Pirate)";1986;"pirate";NO;alexkidd;YES;alexkidd;-;
alexkidd1;"Alex Kidd in Miracle World (Euro, USA, v0)";1986;"Sega";NO;alexkidd;YES;alexkidd;-;
alexkidd;"Alex Kidd in Miracle World (Euro, USA, v1)";1986;"Sega";YES;-;NO;-;-;
akrr102e;"Alex Kidd in Radaxian Rumble (ver. 1.02e)";2015;"Sega";NO;alexkidd;YES;alexkidd;-;
alexshin;"Alex Kidd in Shinobi World (Euro, USA, Bra)";1990;"Sega";YES;-;NO;-;-;
alexkiddj;"Alex Kidd no Miracle World (Jpn)";1986;"Sega";NO;alexkidd;YES;alexkidd;-;
alf;"Alf (USA, Bra)";1989;"Sega";YES;-;NO;-;-;
alibaba;"Alibaba and 40 Thieves (Kor)";1989;"HiCom";YES;-;NO;-;-;
alien3;"Alien 3 (Euro, Bra)";1992;"Arena";YES;-;NO;-;-;
astorm;"Alien Storm (Euro, Bra)";1991;"Sega";YES;-;NO;-;-;
aliensyn;"Alien Syndrome (Euro, USA, Bra)";1987;"Sega";YES;-;NO;-;-;
aliensynj;"Alien Syndrome (Jpn)";1987;"Sega";NO;aliensyn;YES;aliensyn;-;
aliensynp;"Alien Syndrome (Prototype)";1987;"Sega";NO;aliensyn;YES;aliensyn;-;
altbeast;"Altered Beast (Euro, USA, Bra)";1989;"Sega";YES;-;NO;-;-;
ameribb;"American Baseball (Euro, Bra)";1989;"Sega";YES;-;NO;-;-;
ameripf;"American Pro Football (Euro)";1989;"Sega";YES;-;NO;-;-;
agassi;"Andre Agassi Tennis (Euro, Bra)";1993;"TecMagik";YES;-;NO;-;-;
anmitsu;"Anmitsu Hime (Jpn)";1987;"Sega";NO;alexhitw;YES;alexhitw;-;
arcadesh;"Arcade Smash Hits (Euro)";1992;"Virgin Interactive";YES;-;NO;-;-;
argosnj;"Argos no Juujiken (Jpn)";1988;"Tecmo";YES;-;NO;-;-;
argosnj1;"Argos no Juujiken (Jpn, Pirate?)";1988;"Tecmo";NO;argosnj;YES;argosnj;-;
tvcolos;"As Aventuras da TV Colosso (Bra)";1996;"Tec Toy";NO;asterix;YES;asterix;-;
ashura;"Ashura (Jpn)";1986;"Sega";NO;secret;YES;secret;-;
assaultc1;"Assault City (Euro)";1990;"Sega";NO;assaultc;YES;assaultc;-;
assaultc;"Assault City (Euro, Bra, Light Phaser version)";1990;"Sega";YES;-;NO;-;-;
asterix1;"Asterix (Euro, Bra, v0)";1991;"Sega";NO;asterix;YES;asterix;-;
asterix;"Asterix (Euro, v1)";1991;"Sega";YES;-;NO;-;-;
astergre;"Asterix and the Great Rescue (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
astermis;"Asterix and the Secret Mission (Euro)";1993;"Sega";YES;-;NO;-;-;
astrofl;"Astro Flash (Jpn, MyCard)";1985;"Sega";NO;transbot;YES;transbot;-;
astrofl1;"Astro Flash (Jpn, Pirate)";1985;"pirate";NO;transbot;YES;transbot;-;
astrow;"Astro Warrior (Jpn, USA, Bra)";1986;"Sega";YES;-;NO;-;-;
astropit;"Astro Warrior and Pit Pot (Euro)";1987;"Sega";YES;-;NO;-;-;
smgp2;"Ayrton Senna's Super Monaco GP II (Euro, Bra, Kor)";1992;"Sega";YES;-;NO;-;-;
aztecadv;"Aztec Adventure - The Golden Road to Paradise (Euro, USA) ~ Nazca '88 - The Golden Road to Paradise (Jpn)";1987;"Sega";YES;-;NO;-;-;
backtof2;"Back to the Future Part II (Euro, Bra)";1990;"Image Works";YES;-;NO;-;-;
backtof3;"Back to the Future Part III (Euro)";1992;"Image Works";YES;-;NO;-;-;
bakubaku;"Baku Baku Animal (Bra)";1996;"Tec Toy";YES;-;NO;-;-;
bankp;"Bank Panic (Euro)";1987;"Sega";YES;-;NO;-;-;
bankpc;"Bank Panic (Euro, Sega Card)";1987;"Sega";NO;bankp;YES;bankp;-;
baraburu10;"Bara Buruu (Version 1.0)";2016;"Kagesan";YES;-;NO;-;-;
basketn;"Basket Ball Nightmare (Euro, Bra)";1989;"Sega";YES;-;NO;-;-;
batmanrn;"Batman Returns (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
battleor;"Battle Out Run (Euro, Bra)";1989;"Sega";YES;-;NO;-;-;
bmaniacs;"Battlemaniacs (Bra)";1994;"Tec Toy";YES;-;NO;-;-;
blackblt;"Black Belt (Euro, USA)";1986;"Sega";YES;-;NO;-;-;
bladeag1;"Blade Eagle (USA, Prototype)";1988;"Sega";NO;bladeag;YES;bladeag;-;
bladeag;"Blade Eagle (World)";1988;"Sega";YES;-;NO;-;-;
blockhol;"Block Hole (Kor)";1990;"Zemina";YES;-;NO;-;-;
bombraid;"Bomber Raid (World)";1989;"Sega";YES;-;NO;-;-;
bnzabros;"Bonanza Bros. (Euro, Bra)";1991;"Sega";YES;-;NO;-;-;
dracula;"Bram Stoker's Dracula (Euro)";1993;"Sony Imagesoft";YES;-;NO;-;-;
brucelee10;"Bruce Lee (Version 1.0)";2015;"Kagesan";YES;-;NO;-;-;
bublbobl;"Bubble Bobble (Euro, Bra)";1988;"Sega";YES;-;NO;-;-;
bublbokc;"Bubble Bobble (Kor, Clover)";1990;"Clover";NO;bublbobl;YES;bublbobl;-;
bublboky;"Bubble Bobble (Kor, YM Soft)";1990;"YM Soft";NO;bublbobl;YES;bublbobl;-;
buggyrun;"Buggy Run (Euro, Bra)";1993;"Sega";YES;-;NO;-;-;
cso;"C_So! (Kor)";198?;"Joy Soft";YES;-;NO;-;-;
calgames;"California Games (Euro, USA, Bra)";1989;"Sega";YES;-;NO;-;-;
calgame2b;"California Games II (Bra, Kor)";1993;"Sega";NO;calgame2;YES;calgame2;-;
calgame2;"California Games II (Euro)";1993;"Sega";YES;-;NO;-;-;
captsilv;"Captain Silver (Euro, Jpn)";1988;"Sega";YES;-;NO;-;-;
captsilvu;"Captain Silver (USA)";1988;"Sega";NO;captsilv;YES;captsilv;-;
casino;"Casino Games (Euro, USA)";1989;"Sega";YES;-;NO;-;-;
castelo;"Castelo Ra-Tim-Bum (Bra)";1997;"Tec Toy";YES;-;NO;-;-;
castlill;"Castle of Illusion Starring Mickey Mouse (Euro, Bra)";1990;"Sega";YES;-;NO;-;-;
castlillu;"Castle of Illusion Starring Mickey Mouse (USA)";1990;"Sega";NO;castlill;YES;castlill;-;
castlills;"Castle of Illusion Starring Mickey Mouse (USA, Display Unit Sample)";1990;"Sega";NO;castlill;YES;castlill;-;
champeur;"Champions of Europe (Euro, Bra)";1992;"TecMagik";YES;-;NO;-;-;
champhck;"Championship Hockey (Euro)";1994;"U.S. Gold";YES;-;NO;-;-;
chapolim;"Chapolim x Dracula - Um Duelo Assustador (Bra)";1990;"Tec Toy";NO;ghosth;YES;ghosth;-;
cheese;"Cheese Cat-astrophe Starring Speedy Gonzales (Euro, Bra)";1995;"Sega";YES;-;NO;-;-;
choplift;"Choplifter (Euro, USA, Bra)";1986;"Sega";YES;-;NO;-;-;
chopliftj;"Choplifter (Jpn, Prototype)";1986;"Sega";NO;choplift;YES;choplift;-;
chopliftp;"Choplifter (USA, Prototype)";1986;"Sega";NO;choplift;YES;choplift;-;
borgman;"Chouon Senshi Borgman (Jpn)";1988;"Sega";NO;cyborgh;YES;cyborgh;-;
borgmanp;"Chouon Senshi Borgman (Jpn, Prototype)";1988;"Sega";NO;cyborgh;YES;cyborgh;-;
chuckrck;"Chuck Rock (Euro, Bra)";1992;"Virgin Interactive";YES;-;NO;-;-;
chukrck2b;"Chuck Rock II - Son of Chuck (Bra)";1993;"Tec Toy";NO;chukrck2;YES;chukrck2;-;
chukrck2;"Chuck Rock II - Son of Chuck (Euro)";1993;"Core Design";YES;-;NO;-;-;
cloudmst;"Cloud Master (Euro, USA)";1989;"Sega";YES;-;NO;-;-;
colors;"Color and Switch Test (v1.3)";19??;"Unknown";YES;-;NO;-;-;
columns;"Columns (Euro, USA, Bra, Kor)";1990;"Sega";YES;-;NO;-;-;
columnsp;"Columns (Prototype)";1990;"Sega";NO;columns;YES;columns;-;
comicbak;"Comic Bakery (Kor)";19??;"Unknown";YES;-;NO;-;-;
comical;"Comical Machine Gun Joe (Jpn, MyCard)";1986;"Sega";YES;-;NO;-;-;
comicalk;"Comical Machine Gun Joe (Kor)";198?;"Samsung";NO;comical;YES;comical;-;
comicaltw;"Comical Machine Gun Joe (Tw)";1986?;"Aaronix";NO;comical;YES;comical;-;
coolspot;"Cool Spot (Euro)";1993;"Virgin Interactive";YES;-;NO;-;-;
cosmic;"Cosmic Spacehead (Euro)";1993;"Codemasters";YES;-;NO;-;-;
cyborgh;"Cyborg Hunter (Euro, USA, Bra)";1988;"Sega";YES;-;NO;-;-;
cyborgz;"Cyborg Z (Kor)";1991;"Zemina";YES;-;NO;-;-;
daffy;"Daffy Duck in Hollywood (Euro, Bra)";1994;"Sega";YES;-;NO;-;-;
dallye;"Dallyeora Pigu-Wang (Kor)";1995;"Game Line";YES;-;NO;-;-;
danan;"Danan: The Jungle Fighter (Euro, Bra)";1990;"Sega";YES;-;NO;-;-;
darc10;"DARC (Version 1.0) [Turn ON 'FM Emulation' in Dips for music/sfx!]";2015;"Zipper";YES;-;NO;-;-;
datastorm10;"Data Storm (Version 1.0)";2016;"haroldoop";YES;-;NO;-;-;
deadang;"Dead Angle (Euro, USA)";1989;"Sega";YES;-;NO;-;-;
